userId,timezone,date,startDt,endDt,lastUpdate,wakeupduration,lightsleepduration,deepsleepduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,hr_average,hr_min,hr_max,rr_average,rr_min,rr_max,breathing_disturbances_intensity,snoring,snoringepisodecount,sleep_score
user24,Asia/Seoul,2020-09-17,1600274760,1600295520,1600302913,1380,5040,9120,0,1380,5220,0,70,62,85,15,9,21,7,0,0,48
user24,Asia/Seoul,2020-09-18,1600353060,1600377600,1600384990,1260,6660,9780,1,780,6840,0,68,61,76,15,11,20,8,0,0,75
user24,Asia/Seoul,2020-09-19,1600445520,1600462800,1600462937,1380,3480,7980,0,1380,4440,0,74,59,83,16,13,19,-1,780,2,37
user24,Asia/Seoul,2020-09-20,1600533780,1600554000,1600561390,2160,6600,6060,1,1560,5400,0,69,57,82,15,11,20,10,2340,1,46
user24,Asia/Seoul,2020-09-21,1600610220,1600636800,1600644191,2220,9840,8040,0,2220,6480,0,72,61,87,15,11,22,9,1620,1,80
user24,Asia/Seoul,2020-09-22,1600705380,1600723200,1600730589,2700,6720,5400,1,2280,3000,0,72,60,88,15,11,18,-1,1980,1,29
user24,Asia/Seoul,2020-09-23,1600793700,1600813860,1600821251,1380,5760,8160,1,1020,4860,0,73,52,85,15,12,20,8,540,1,54
user24,Asia/Seoul,2020-09-24,1600880820,1600901040,1600908430,2400,4260,7200,0,2400,6360,0,73,65,90,16,11,25,-1,1320,2,42
user24,Asia/Seoul,2020-09-24,1600926840,1600929780,1600937170,720,360,1860,0,720,0,0,70,65,72,16,15,16,-1,0,0,20
user24,Asia/Seoul,2020-09-25,1600960200,1600982400,1600989789,1260,9120,4320,1,840,7500,0,70,56,83,16,11,22,12,480,2,67
user24,Asia/Seoul,2020-09-26,1601062560,1601079900,1601087290,1020,2940,7980,0,1020,5400,0,73,64,91,16,12,21,-1,0,0,33
user24,Asia/Seoul,2020-09-27,1601130120,1601160180,1601167570,840,10200,8760,0,840,10260,0,73,54,87,16,11,21,10,0,0,91
user24,Asia/Seoul,2020-09-28,1601217780,1601241600,1601248991,2400,9420,6300,1,1980,5700,0,73,60,86,16,13,22,9,0,0,58
user23,Asia/Seoul,2020-08-31,1598796360,1598825100,1598832490,1620,17700,2220,3,840,7140,0,59,51,73,16,10,25,40,11700,26,83
user23,Asia/Seoul,2020-09-01,1598886060,1598912940,1598920375,1920,15540,3900,1,1920,4860,0,58,50,71,15,10,25,35,8040,16,70
user23,Asia/Seoul,2020-09-02,1598979540,1599005100,1599005172,4320,9900,3720,2,2160,6180,1200,60,51,74,15,11,22,42,8280,17,40
user23,Asia/Seoul,2020-09-03,1599062460,1599093120,1599100509,2520,20700,1860,3,720,5340,0,58,50,75,16,10,23,32,5700,16,74
user23,Asia/Seoul,2020-09-03,1599114960,1599116160,1599123851,720,480,0,0,720,0,0,73,66,75,19,17,19,-1,0,0,20
user23,Asia/Seoul,2020-09-04,1599148200,1599179820,1599179894,1260,23460,1740,1,840,5160,0,58,45,69,16,9,23,32,7920,18,81
user23,Asia/Seoul,2020-09-05,1599241140,1599269340,1599269415,3600,14220,2040,4,1080,7680,0,61,50,82,16,11,24,39,5100,8,64
user23,Asia/Seoul,2020-09-06,1599326340,1599358080,1599358243,4440,16620,3420,5,1080,4380,0,60,52,71,15,9,22,40,4740,12,60
user23,Asia/Seoul,2020-09-07,1599405000,1599429600,1599436991,4260,13620,4500,5,1080,2220,0,60,50,72,15,12,23,31,5040,8,38
user23,Asia/Seoul,2020-09-08,1599491520,1599512520,1599519913,3900,3780,6780,3,1560,1800,0,66,58,81,17,11,22,-1,8100,8,20
user23,Asia/Seoul,2020-09-09,1599576420,1599600600,1599607989,3660,9600,3900,4,2160,4020,0,64,54,77,16,10,21,-1,4500,12,23
user23,Asia/Seoul,2020-09-10,1599663600,1599691860,1599699251,2400,16440,4380,5,1500,4080,0,60,50,72,15,10,24,32,2880,10,64
user23,Asia/Seoul,2020-09-11,1599750720,1599777360,1599784754,1800,14580,4320,1,960,5640,840,57,48,73,15,9,26,35,9960,19,69
user23,Asia/Seoul,2020-09-12,1599845760,1599875100,1599875530,2760,15540,4920,1,2220,6120,0,61,52,75,15,9,25,37,11100,19,76
user23,Asia/Seoul,2020-09-12,1599917580,1599922080,1599930672,1680,2820,0,0,1680,0,0,58,55,63,17,15,19,-1,1140,2,20
user23,Asia/Seoul,2020-09-13,1599931680,1599954480,1599961871,3060,13380,2220,1,2700,4140,0,57,49,69,15,10,22,36,7620,11,36
user23,Asia/Seoul,2020-09-14,1600005240,1600034640,1600042034,4260,12840,1800,7,780,3360,0,58,49,76,16,10,21,35,4080,11,25
user23,Asia/Seoul,2020-09-15,1600097100,1600122960,1600130353,1980,9600,5400,3,600,6120,600,58,50,69,16,10,23,43,10260,17,48
user23,Asia/Seoul,2020-09-16,1600182300,1600209120,1600216510,1620,12660,4560,3,1140,7500,0,59,51,69,15,10,22,36,6540,14,78
user23,Asia/Seoul,2020-09-17,1600267860,1600295520,1600302911,1860,10620,6600,2,1680,8100,0,63,48,83,16,9,27,30,12360,20,79
user23,Asia/Seoul,2020-09-18,1600353480,1600381980,1600389369,2700,12420,6180,3,840,5640,0,61,53,75,16,11,23,38,10620,16,69
user23,Asia/Seoul,2020-09-19,1600453080,1600478820,1600479369,2100,15120,1380,1,540,7020,900,63,53,77,15,10,25,34,8220,20,61
user23,Asia/Seoul,2020-09-20,1600538160,1600566900,1600566973,2100,16740,2160,2,1200,7140,540,59,51,71,15,11,22,39,12240,25,75
user23,Asia/Seoul,2020-09-21,1600614000,1600640520,1600647910,1080,15420,3540,1,660,6480,0,57,48,70,15,11,25,33,10320,15,78
user23,Asia/Seoul,2020-09-22,1600700700,1600727880,1600735272,1020,13560,4980,0,1020,7620,0,59,49,74,16,10,26,25,9600,14,85
user23,Asia/Seoul,2020-09-23,1600787220,1600814400,1600821790,1560,17640,3780,2,1560,4020,0,60,51,74,16,10,25,30,8580,16,70
user23,Asia/Seoul,2020-09-24,1600872840,1600900860,1600908254,1560,15420,5160,1,1560,5760,0,63,53,79,16,11,25,33,9960,11,78
user23,Asia/Seoul,2020-09-25,1600960320,1600986960,1600994350,2280,19080,2400,2,1500,2880,0,62,54,78,16,11,26,31,9960,17,64
user23,Asia/Seoul,2020-09-26,1601052840,1601076900,1601084287,1800,15300,1860,1,1800,4980,0,61,51,74,16,8,22,28,5940,11,50
user23,Asia/Seoul,2020-09-27,1601142600,1601160000,1601167389,480,9120,2820,3,480,4680,0,61,54,72,15,11,28,-1,6900,14,39
user05,Asia/Seoul,2020-08-31,1598799420,1598826180,1598833573,3840,14880,1380,1,2040,6660,0,62,53,82,13,9,20,16,0,0,58
user05,Asia/Seoul,2020-09-01,1598884080,1598911560,1598918953,7020,18900,780,2,3060,780,0,61,52,87,13,10,24,17,0,0,35
user05,Asia/Seoul,2020-09-02,1598978340,1599000300,1599007690,1740,11880,2100,0,1740,6240,0,62,54,84,13,9,17,13,180,1,49
user05,Asia/Seoul,2020-09-03,1599057720,1599085860,1599093252,2940,21060,1500,1,1920,2640,0,58,50,73,13,9,18,13,0,0,75
user05,Asia/Seoul,2020-09-04,1599144660,1599173100,1599180491,1980,17700,1680,1,1260,7080,0,60,52,75,13,8,26,13,0,0,83
user05,Asia/Seoul,2020-09-05,1599235140,1599263280,1599270670,3420,12780,3900,1,2040,7740,0,62,55,76,13,9,18,13,0,0,77
user05,Asia/Seoul,2020-09-06,1599319800,1599349800,1599357191,1560,18480,3300,1,1140,6660,0,63,48,83,13,9,22,16,660,3,90
user05,Asia/Seoul,2020-09-07,1599403200,1599430860,1599438252,4200,16560,0,1,1260,6900,0,62,50,82,13,10,19,15,0,0,65
user05,Asia/Seoul,2020-09-08,1599491520,1599517860,1599525249,2940,15660,2040,0,2940,5700,0,62,53,86,13,9,17,14,0,0,66
user05,Asia/Seoul,2020-09-09,1599576780,1599604680,1599612074,4560,17640,1440,0,3960,4260,600,64,52,80,14,9,19,14,0,0,63
user05,Asia/Seoul,2020-09-10,1599665700,1599691260,1599698647,1740,16260,3540,1,1260,4020,0,64,53,84,14,10,28,15,420,1,73
user05,Asia/Seoul,2020-09-11,1599749460,1599777300,1599784690,3060,14580,3480,0,3060,6720,0,66,49,83,13,9,20,14,0,0,80
user05,Asia/Seoul,2020-09-12,1599827700,1599845400,1599852830,6000,7200,1980,1,3300,2220,1020,76,47,86,14,9,20,-1,0,0,20
user05,Asia/Seoul,2020-09-12,1599891060,1599892260,1599899650,1140,60,0,0,1140,0,0,52,52,52,16,16,16,-1,0,0,20
user05,Asia/Seoul,2020-09-13,1599921060,1599957420,1599957487,2340,18480,5340,4,1440,9900,0,64,53,78,13,9,18,13,180,1,87
user05,Asia/Seoul,2020-09-14,1600007460,1600035360,1600042750,2640,12660,3720,0,2640,8880,0,62,54,80,13,9,19,12,0,0,79
user05,Asia/Seoul,2020-09-15,1600084320,1600122120,1600129513,8400,17280,1740,1,960,7140,0,63,56,94,14,9,20,14,0,0,66
user05,Asia/Seoul,2020-09-16,1600180560,1600208160,1600215550,2040,14700,4140,0,2040,6720,0,63,52,79,13,9,19,14,0,0,75
user05,Asia/Seoul,2020-09-17,1600268700,1600295520,1600302908,3360,14400,1800,1,1860,7260,0,64,53,79,14,10,18,19,0,0,59
user05,Asia/Seoul,2020-09-18,1600351980,1600381920,1600389310,2100,21420,1560,0,2100,4860,0,63,54,78,13,9,19,15,0,0,72
user05,Asia/Seoul,2020-09-19,1600439220,1600477140,1600477210,6780,21960,3780,2,5340,5040,1080,62,53,83,14,9,28,16,0,0,70
user05,Asia/Seoul,2020-09-20,1600529460,1600560360,1600567748,4560,17400,1680,2,1740,7260,0,64,56,83,14,9,27,22,0,0,65
user05,Asia/Seoul,2020-09-21,1600612980,1600639740,1600647132,4320,15840,2160,1,1920,4440,0,63,54,82,14,9,23,16,0,0,47
user05,Asia/Seoul,2020-09-22,1600698540,1600729200,1600736641,8760,12600,3660,2,1020,3780,0,79,52,102,14,10,20,21,0,0,37
user05,Asia/Seoul,2020-09-23,1600781220,1600814160,1600821549,2760,24780,3720,2,1320,1680,0,63,52,88,14,9,18,15,0,0,76
user05,Asia/Seoul,2020-09-24,1600871160,1600900260,1600907653,3360,15180,4140,0,3360,6420,0,66,56,85,14,10,21,16,0,0,75
user05,Asia/Seoul,2020-09-25,1600960500,1600986780,1600994167,1320,16020,4020,0,1320,4920,0,66,53,85,14,10,18,13,0,0,73
user05,Asia/Seoul,2020-09-26,1601044920,1601074560,1601081950,3180,20460,3240,1,2760,2340,0,67,50,86,14,9,20,20,0,0,68
user05,Asia/Seoul,2020-09-27,1601134560,1601154900,1601162290,2880,8400,1020,3,300,6180,0,59,50,73,13,10,17,-1,0,0,25
user04,Asia/Seoul,2020-08-30,1598767680,1598773920,1598781313,900,3000,0,0,900,2340,0,67,54,78,15,11,19,-1,0,0,20
user04,Asia/Seoul,2020-08-31,1598800620,1598828100,1598835491,2940,16680,2340,2,1320,5520,0,59,51,72,13,9,19,20,4620,7,69
user04,Asia/Seoul,2020-09-01,1598882940,1598912640,1598920033,5520,16260,4920,2,2340,2640,660,59,51,73,13,9,25,17,4320,7,56
user04,Asia/Seoul,2020-09-02,1598973480,1599001800,1599009193,1920,15960,3000,1,1560,7440,0,54,47,72,13,9,22,21,5460,11,84
user04,Asia/Seoul,2020-09-03,1599059820,1599085500,1599092893,600,9960,5580,0,600,9540,0,53,47,81,13,10,20,16,7500,6,91
user04,Asia/Seoul,2020-09-04,1599143160,1599174960,1599182352,8520,14100,5520,1,2580,3660,0,55,48,70,13,10,25,25,4620,7,61
user04,Asia/Seoul,2020-09-05,1599229620,1599261840,1599269230,1920,11820,7500,1,420,10740,1500,53,47,73,12,9,20,16,6900,14,95
user04,Asia/Seoul,2020-09-06,1599318000,1599347880,1599355273,2280,14100,4620,1,480,8880,1440,57,50,73,13,9,26,18,6540,14,90
user04,Asia/Seoul,2020-09-06,1599376560,1599380040,1599387432,720,2040,720,0,720,0,0,58,54,66,14,9,16,-1,0,0,20
user04,Asia/Seoul,2020-09-07,1599405660,1599431040,1599438431,1860,8760,5400,0,900,9360,960,53,47,63,13,10,19,17,1500,4,78
user04,Asia/Seoul,2020-09-08,1599489180,1599501060,1599501136,6540,3300,900,1,1200,0,1140,64,59,73,14,10,17,-1,0,0,20
user04,Asia/Seoul,2020-09-09,1599574440,1599604140,1599611533,240,11220,7560,1,240,10560,0,57,50,70,12,10,18,14,9180,12,99
user04,Asia/Seoul,2020-09-10,1599662940,1599690240,1599697634,9720,5460,7860,1,6660,2400,1020,52,48,64,12,9,17,-1,7320,9,20
user04,Asia/Seoul,2020-09-11,1599746280,1599776160,1599783560,3540,11160,7680,0,2880,7500,660,55,48,73,13,10,17,14,1740,4,87
user04,Asia/Seoul,2020-09-12,1599832560,1599858660,1599868991,3960,10080,4920,1,2940,7080,960,57,50,73,13,9,25,17,3840,5,64
user04,Asia/Seoul,2020-09-12,1599884160,1599890100,1599890240,1380,1980,1920,0,1380,660,0,59,55,74,13,11,15,-1,1980,1,20
user04,Asia/Seoul,2020-09-14,1600013340,1600035120,1600042518,1500,11760,2520,0,1500,6000,0,53,47,69,13,10,18,16,1080,3,53
user04,Asia/Seoul,2020-09-15,1600095420,1600122720,1600130313,480,15120,4800,1,480,6780,0,55,47,76,13,9,16,12,1860,3,91
user04,Asia/Seoul,2020-09-16,1600178700,1600208040,1600215566,1860,10860,5520,1,1860,10920,0,54,48,70,13,9,24,13,6900,9,91
user04,Asia/Seoul,2020-09-17,1600265700,1600291800,1600299195,1320,9120,7980,2,1080,7200,0,55,48,73,13,8,21,17,4740,7,86
user04,Asia/Seoul,2020-09-18,1600352460,1600381020,1600389447,3000,14040,4140,0,3000,7380,0,52,45,75,12,9,22,18,5640,10,87
user04,Asia/Seoul,2020-09-19,1600440120,1600469880,1600477272,4740,10200,8700,1,3780,6060,960,52,44,73,12,9,15,15,3840,4,80
user04,Asia/Seoul,2020-09-19,1600489620,1600493040,1600500435,1380,1920,0,1,1380,0,0,51,48,63,13,10,16,-1,0,0,20
user04,Asia/Seoul,2020-09-20,1600530060,1600557480,1600564870,4620,8340,7080,1,2460,7380,1680,49,42,64,12,10,22,13,6060,3,67
user04,Asia/Seoul,2020-09-20,1600583640,1600586760,1600594155,1200,1140,780,0,1200,0,0,52,50,55,13,11,14,-1,0,0,20
user04,Asia/Seoul,2020-09-21,1600615080,1600640400,1600647791,780,16860,3300,0,780,4380,0,52,45,76,13,9,21,21,5220,7,77
user04,Asia/Seoul,2020-09-22,1600702440,1600726680,1600734076,1320,10800,5820,0,1320,6300,0,57,50,72,13,10,17,16,1680,5,78
user04,Asia/Seoul,2020-09-23,1600785180,1600814700,1600822092,7920,9240,3900,3,3840,840,0,49,44,68,13,9,17,-1,1620,4,20
user04,Asia/Seoul,2020-09-24,1600873560,1600899840,1600907238,2460,14100,4500,0,1440,5220,1020,51,45,64,12,9,20,13,7500,8,71
user04,Asia/Seoul,2020-09-25,1600956780,1600986240,1600993635,1800,11820,8640,0,900,7200,900,49,43,65,13,9,24,13,5940,10,92
user04,Asia/Seoul,2020-09-26,1601044680,1601079240,1601086636,3300,14580,6300,4,1260,5160,0,54,47,71,13,9,19,12,1980,2,72
user04,Asia/Seoul,2020-09-27,1601137380,1601163660,1601171055,3180,10740,6360,0,1020,6000,2160,53,47,73,14,10,17,10,420,2,66
user04,Asia/Seoul,2020-09-27,1601188860,1601190600,1601197995,1380,360,0,0,1380,0,0,60,58,60,14,14,14,-1,0,0,20
user12,Asia/Seoul,2020-08-31,1598800800,1598819160,1598821572,420,5340,9780,0,420,2820,0,58,54,64,15,12,18,-1,0,0,47
user12,Asia/Seoul,2020-09-01,1598884980,1598910300,1598917695,4560,7980,4980,3,2760,3780,0,67,56,78,15,12,20,-1,0,0,24
user12,Asia/Seoul,2020-09-02,1598966940,1598996640,1599004029,3420,12600,7740,2,2460,5640,0,66,56,82,14,10,25,7,0,0,84
user12,Asia/Seoul,2020-09-03,1599058740,1599083640,1599091028,600,14040,5880,0,600,4380,0,75,65,86,15,11,20,4,720,3,82
user12,Asia/Seoul,2020-09-04,1599139860,1599169980,1599170136,2880,13800,7260,1,1560,6180,780,65,56,88,14,8,25,6,0,0,89
user12,Asia/Seoul,2020-09-06,1599315600,1599341340,1599345197,1320,10680,7380,3,900,5760,0,75,59,88,16,12,21,8,120,1,82
user12,Asia/Seoul,2020-09-07,1599458700,1599461580,1599470238,840,1920,0,1,720,0,0,69,55,73,17,15,18,-1,0,0,20
user12,Asia/Seoul,2020-09-07,1599477300,1599479940,1599484809,1440,420,0,1,540,120,660,65,53,71,17,16,18,-1,0,0,20
user12,Asia/Seoul,2020-09-08,1599489960,1599529080,1599533292,16440,12000,5220,8,900,1500,0,58,51,86,14,10,25,13,0,0,29
user12,Asia/Seoul,2020-09-08,1599539700,1599545100,1599552502,5220,180,0,0,4380,0,840,80,77,81,16,14,17,-1,0,0,20
user12,Asia/Seoul,2020-09-09,1599575520,1599614820,1599614892,4380,16800,4920,3,1380,4620,0,64,53,83,15,10,26,5,0,0,68
user12,Asia/Seoul,2020-09-09,1599632700,1599637080,1599644519,4080,300,0,0,4080,0,0,71,69,73,15,14,15,-1,0,0,20
user12,Asia/Seoul,2020-09-10,1599656280,1599691440,1599698832,3300,16320,6540,5,420,7260,0,60,53,80,14,9,28,10,600,2,81
user12,Asia/Seoul,2020-09-10,1599709740,1599716700,1599724093,3660,3300,0,0,3660,0,0,62,58,70,15,11,15,-1,0,0,20
user12,Asia/Seoul,2020-09-11,1599748020,1599770700,1599774552,2160,10500,7200,0,2160,2820,0,70,58,88,15,9,20,5,0,0,49
user12,Asia/Seoul,2020-09-12,1599833940,1599868200,1599876790,13080,12900,4200,6,3720,3000,0,70,56,83,15,11,22,15,0,0,32
user12,Asia/Seoul,2020-09-13,1599921060,1599954120,1599954195,5220,16800,6960,3,1260,3060,0,74,60,86,16,11,22,11,3780,6,70
user12,Asia/Seoul,2020-09-14,1600004940,1600033860,1600041250,6540,13080,5580,1,3360,3540,0,65,53,77,14,11,20,6,0,0,47
user12,Asia/Seoul,2020-09-15,1600095660,1600116300,1600123689,1020,6300,8460,1,1020,4500,0,65,53,88,14,10,20,3,0,0,49
user12,Asia/Seoul,2020-09-16,1600180980,1600206540,1600213933,4560,12720,4980,3,2580,3120,0,59,50,75,14,10,19,9,0,0,50
user12,Asia/Seoul,2020-09-17,1600265640,1600292880,1600300268,1680,11520,7140,0,1140,6900,540,67,54,80,14,10,23,4,0,0,93
user12,Asia/Seoul,2020-09-18,1600353000,1600379160,1600379231,5040,7260,7380,5,3900,3780,0,62,49,77,14,11,19,2,0,0,38
user12,Asia/Seoul,2020-09-19,1600444080,1600477860,1600478474,5400,7380,7680,6,2100,4680,0,59,50,83,14,10,25,12,0,0,38
user12,Asia/Seoul,2020-09-20,1600530000,1600549920,1600557313,1680,12420,5040,2,420,600,0,70,60,81,15,10,19,9,0,0,28
user12,Asia/Seoul,2020-09-20,1600562520,1600565040,1600565115,1800,720,0,1,660,0,660,60,58,62,14,12,15,-1,0,0,20
user12,Asia/Seoul,2020-09-21,1600607520,1600638960,1600639089,3480,15180,5820,4,900,5880,960,63,52,75,15,11,19,10,0,0,72
user12,Asia/Seoul,2020-09-23,1600786680,1600811340,1600818729,2760,9420,6480,1,2760,5640,0,63,51,82,14,9,26,6,0,0,56
user12,Asia/Seoul,2020-09-26,1601044560,1601077560,1601084951,2880,12360,10140,2,900,6660,1200,63,51,89,14,11,23,8,0,0,89
user12,Asia/Seoul,2020-09-26,1601088540,1601094180,1601101615,1980,2580,1080,0,1980,0,0,75,62,86,15,12,18,-1,0,0,20
user12,Asia/Seoul,2020-09-27,1601127420,1601165040,1601172432,7500,11220,8160,5,2460,5820,0,60,52,83,14,8,19,13,300,2,70
user12,Asia/Seoul,2020-09-27,1601178720,1601180160,1601180241,1380,60,0,0,1380,0,0,73,73,73,16,15,15,-1,0,0,20
user08,Asia/Seoul,2020-08-31,1598799360,1598815380,1598822774,4680,4440,1440,1,420,1620,780,54,45,66,12,10,18,-1,2760,5,20
user08,Asia/Seoul,2020-09-01,1598885760,1598911680,1598911980,5400,9480,7800,0,4440,3240,960,58,51,74,16,10,19,16,0,0,50
user08,Asia/Seoul,2020-09-02,1598973300,1598996580,1598997908,2880,8820,6480,4,2040,2880,0,72,55,90,16,9,19,11,4140,7,35
user08,Asia/Seoul,2020-09-06,1599315720,1599322140,1599329531,2160,0,4260,0,2160,0,0,64,58,68,17,14,18,-1,840,2,20
user08,Asia/Seoul,2020-09-06,1599330000,1599337920,1599345309,0,4200,3720,0,0,0,0,60,55,71,15,12,17,-1,0,0,20
user08,Asia/Seoul,2020-09-07,1599405600,1599430380,1599437771,2700,7680,7020,3,1560,2460,0,56,51,72,16,12,22,-1,0,0,29
user08,Asia/Seoul,2020-09-08,1599488100,1599516900,1599524290,6780,13200,5820,3,3420,2340,0,66,53,84,17,9,21,14,0,0,45
user08,Asia/Seoul,2020-09-10,1599656220,1599688800,1599696191,4140,14040,8340,3,3420,5760,0,56,49,71,16,12,20,16,0,0,88
user08,Asia/Seoul,2020-09-11,1599753480,1599776460,1599783853,2100,6540,8160,1,1380,6180,0,55,46,73,16,12,22,16,960,4,63
user08,Asia/Seoul,2020-09-15,1600097640,1600121760,1600129150,1860,12960,6060,3,1860,1860,0,58,51,75,16,13,20,13,840,2,47
user08,Asia/Seoul,2020-09-16,1600185780,1600208040,1600215432,1620,8880,6060,1,960,3600,0,68,55,81,17,13,22,16,360,2,47
user08,Asia/Seoul,2020-09-18,1600358220,1600380000,1600387391,5160,3000,3120,4,720,1560,0,60,53,69,16,12,19,-1,180,1,20
user08,Asia/Seoul,2020-09-19,1600444860,1600477560,1600477637,2940,19200,4080,3,1440,6480,0,61,53,74,16,12,30,13,1260,4,77
user08,Asia/Seoul,2020-09-20,1600539780,1600565040,1600565179,3240,15600,3600,2,1380,2820,0,63,56,76,16,12,20,11,0,0,49
user08,Asia/Seoul,2020-09-21,1600607880,1600639920,1600647311,3780,20460,3120,3,1200,4500,1860,54,49,72,16,9,20,11,0,0,71
user08,Asia/Seoul,2020-09-22,1600705260,1600708080,1600715470,2100,720,0,0,2100,0,0,65,63,66,17,16,17,-1,0,0,20
user08,Asia/Seoul,2020-09-22,1600718160,1600727520,1600734944,960,5220,1500,1,960,1620,0,56,51,73,15,12,19,-1,0,0,20
user08,Asia/Seoul,2020-09-23,1600785420,1600812180,1600819571,9540,3360,5820,2,2520,2580,0,66,52,91,17,13,23,-1,0,0,20
user08,Asia/Seoul,2020-09-24,1600873440,1600899240,1600906633,2700,19320,600,3,720,2940,840,57,50,81,16,12,25,17,0,0,52
user08,Asia/Seoul,2020-09-25,1600961520,1600985700,1600993092,1320,12300,5460,0,1320,5100,0,67,57,83,17,11,22,14,840,1,67
user08,Asia/Seoul,2020-09-28,1601216940,1601244720,1601252110,2520,15960,5940,3,1380,3360,0,58,49,74,16,11,22,16,300,1,82
user02,Asia/Seoul,2020-08-31,1598800140,1598826180,1598833570,1320,10200,7860,3,960,6480,0,64,56,82,17,13,26,12,0,0,87
user02,Asia/Seoul,2020-09-01,1598888340,1598911860,1598919250,1440,7500,7320,0,1440,7260,0,71,55,84,18,13,24,13,300,1,70
user02,Asia/Seoul,2020-09-02,1598974320,1599000180,1599015726,1380,8640,8820,1,840,7020,0,63,56,79,17,11,24,12,0,0,87
user02,Asia/Seoul,2020-09-03,1599055080,1599086100,1599093490,7920,10320,7440,0,7920,5340,0,66,53,87,16,8,24,13,1020,3,75
user02,Asia/Seoul,2020-09-04,1599152520,1599172500,1599179892,1080,4740,8400,0,1080,5760,0,64,57,80,17,12,26,12,720,3,55
user02,Asia/Seoul,2020-09-05,1599230520,1599269820,1599274567,3840,11400,12240,0,2700,11820,1140,64,51,84,17,11,23,13,1200,2,83
user02,Asia/Seoul,2020-09-06,1599315240,1599358560,1599358988,12840,15060,5940,1,12360,9480,0,62,46,75,17,9,22,12,0,0,86
user02,Asia/Seoul,2020-09-07,1599411240,1599434160,1599447758,1440,12360,4440,1,960,4680,0,65,56,75,17,9,22,16,0,0,56
user02,Asia/Seoul,2020-09-08,1599487140,1599519480,1599526868,7740,5040,9120,3,5100,10260,0,68,52,79,16,8,24,15,3540,7,68
user02,Asia/Seoul,2020-09-09,1599581400,1599605820,1599613211,4620,5100,10200,1,2400,4500,1440,67,54,75,17,14,24,11,1320,5,40
user02,Asia/Seoul,2020-09-10,1599667320,1599690900,1599698292,2400,6420,7860,0,2400,6900,0,65,58,76,17,13,21,12,5340,6,54
user02,Asia/Seoul,2020-09-11,1599760680,1599778500,1599785891,4680,3960,6840,0,3300,2340,1380,71,62,86,17,14,20,-1,2340,4,20
